0|1|0|1513044045.7089846
0|2|0|1513044046.07947
0|3|0|1513044046.4675024
0|4|0|1513044046.9131877
0|5|0|1513044047.4400897
0|6|0|1513044047.8571992
0|7|0|1513044048.4638128
-1|8|0|1513044048.9315572
0|9|0|1513044049.4038134
0|10|0|1513044049.9061499
0|11|0|1513044050.453105
0|12|0|1513044051.025628
-1|13|0|1513044051.5685735
0|14|0|1513044052.3336072
-1|15|0|1513044052.9126477
0|16|0|1513044053.5202658
0|17|0|1513044054.2256403
0|18|0|1513044054.816713
0|19|0|1513044055.4794762
0|20|0|1513044056.453066
0|21|0|1513044057.064693
0|22|0|1513044057.8818674
0|23|0|1513044058.6303582
0|24|0|1513044059.3748384
0|25|0|1513044060.1789777
-1|26|0|1513044061.1059437
0|27|0|1513044061.9747548
0|28|0|1513044062.9523559
0|29|0|1513044063.7675242
0|30|0|1513044064.7511406
0|31|0|1513044065.6991653
0|32|0|1513044066.622619
0|33|0|1513044067.6869504
0|34|0|1513044068.5347056
0|35|0|1513044069.6551867
0|36|0|1513044070.712499
0|37|0|1513044071.8028998
-1|38|0|1513044073.5164583
0|39|0|1513044074.6685226
0|40|0|1513044075.8371315
0|41|0|1513044077.0378256
0|42|0|1513044078.2485466
0|43|0|1513044079.3760457
0|44|0|1513044080.7095935
0|45|0|1513044081.75337
0|46|0|1513044083.004699
0|47|0|1513044084.0720382
0|48|0|1513044085.3920498
-1|49|0|1513044086.7140665
0|50|0|1513044087.9814382
0|51|0|1513044089.3019512
0|52|0|1513044090.5688212
0|53|0|1513044091.560459
0|54|0|1513044092.4187422
0|55|0|1513044093.407373
0|56|0|1513044094.210011
0|57|0|1513044095.129457
0|58|0|1513044095.9195614
0|59|0|1513044097.0285163
0|60|0|1513044097.9178824
0|61|0|1513044098.6468208
0|62|0|1513044099.4409337
0|63|0|1513044100.3794332
0|64|0|1513044101.2352092
0|65|0|1513044102.04737
0|66|0|1513044102.9272103
0|67|0|1513044103.8571846
0|68|0|1513044104.699425
0|69|0|1513044105.4338787
0|70|0|1513044106.4836714
0|71|0|1513044107.503384
0|72|0|1513044108.368686
0|73|0|1513044109.2455182
0|74|0|1513044110.287791
0|75|0|1513044111.2172637
0|76|0|1513044112.2038884
0|77|0|1513044113.1945236
0|78|0|1513044114.2102253
0|79|0|1513044115.248989
0|80|0|1513044116.113288
0|81|0|1513044117.3866756
0|82|0|1513044118.5407455
0|83|0|1513044119.4932797
0|84|0|1513044120.5415683
0|85|0|1513044121.478561
0|86|0|1513044122.5895164
0|87|0|1513044123.620258
0|88|0|1513044124.7557788
0|89|0|1513044125.9073427
0|90|0|1513044127.0784576
0|91|0|1513044128.2711306
0|92|0|1513044129.4803474
0|93|0|1513044130.5757957
0|94|0|1513044131.8617167
0|95|0|1513044132.8042243
0|96|0|1513044134.0094297
0|97|0|1513044135.2291746
0|98|0|1513044136.292503
0|99|0|1513044137.2179656
